game_id,drive_id,offense,defense,drive_number,start_field_position,plays,yards,points,result,turnover,touchdown,field_goal,punt,success_rate,ppa,explosiveness
401539476,40153947614,Liberty,New Mexico State,14,35.0,3,75.0,7,TD,0,1,0,0,0.3333333333333333,6.0777551197213215,6.0777551197213215
401539476,40153947615,New Mexico State,Liberty,15,35.0,11,88.0,7,OTHER,0,0,0,0,0.2727272727272727,0.2777300634028119,1.2184994769274364
401539476,40153947616,New Mexico State,Liberty,16,20.0,6,49.0,7,TD,0,1,0,0,0.3333333333333333,0.47561135624822837,1.5383634312750505
401539476,40153947617,New Mexico State,Liberty,17,35.0,13,65.0,7,TD,0,1,0,0,0.5384615384615384,0.7095619772894559,0.9817505470749417
401539476,40153947618,Liberty,New Mexico State,18,35.0,11,45.0,0,TO,1,0,0,0,0.2727272727272727,0.1684966293714758,2.09032888324175
401539476,40153947619,Liberty,New Mexico State,19,20.0,4,80.0,7,TD,0,1,0,0,0.75,1.5965144489012757,2.359306695369023
401539476,4015394762,New Mexico State,Liberty,2,35.0,10,80.0,7,TD,0,1,0,0,0.8,0.7095619772894559,0.8435557498348261
401539476,40153947620,Liberty,New Mexico State,20,35.0,19,47.0,0,OTHER,0,0,0,0,0.3684210526315789,0.1255438603763978,1.0398728031137932
401539476,40153947621,Liberty,New Mexico State,21,38.0,7,62.0,0,OTHER,0,0,0,0,0.2857142857142857,0.4752929022661114,1.4576149134458534
401539476,4015394763,Liberty,New Mexico State,3,35.0,15,75.0,7,TD,0,1,0,0,0.4666666666666667,0.5525231927019383,1.1703017311678112
401539476,4015394764,New Mexico State,Liberty,4,35.0,15,67.0,0,OTHER,0,0,0,0,0.4,-0.08276864062825288,0.8312192221415401
401539476,4015394765,New Mexico State,Liberty,5,7.0,5,1.0,0,PUNT,0,0,0,1,0.0,-0.16199999334090265,0.9
401539476,4015394766,Liberty,New Mexico State,6,45.0,6,55.0,7,TD,0,1,0,0,0.5,0.855322647463273,1.5590868443133472
401539476,4015394767,Liberty,New Mexico State,7,35.0,11,21.0,0,PUNT,0,0,0,1,0.2727272727272727,-0.06469614992453437,0.649260513039737
401539476,4015394768,Liberty,New Mexico State,8,11.0,11,89.0,7,TD,0,1,0,0,0.6363636363636364,0.8458730227213814,1.0684622603409317
401539476,4015394769,Liberty,New Mexico State,9,35.0,6,58.0,7,TD,0,1,0,0,0.6666666666666666,1.1404258030098289,1.1404258030098289
401539477,4015394771,Tulane,SMU,1,35.0,2,14.0,0,TO,1,0,0,0,0.5,1.2227390832564555,1.2227390832564555
401539477,40153947710,Tulane,SMU,10,1.0,4,5.0,0,PUNT,0,0,0,1,0.0,-0.1110874866223656,0.9
401539477,40153947711,SMU,Tulane,11,29.0,4,3.0,0,PUNT,0,0,0,1,0.0,-0.4527949162112564,0.9
401539477,40153947712,Tulane,SMU,12,21.0,4,16.0,0,PUNT,0,0,0,1,0.25,-0.3220466470199555,0.05756222475112605
