team,conference,classification,logo_url,color,abbreviation,current_elo,offensive_rating,defensive_rating,success_rate,explosive_rate,points_per_drive,drives_per_game,avg_start_field_position,third_down_rate,def_success_rate,explosives_allowed_rate,def_epa_per_play,points_for_per_game,points_against_per_game,schedule_strength_elo,games_played,momentum_label,model_rank
Buffalo,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/2084.png,#005bbb,BUF,1444.7620426035562,71.99982451326613,105.8710975256169,0.266550004331094,0.04811920859217881,1.3717025523943307,13.887098299833935,27.72455326630346,0.2927446232128045,0.40873557667398314,0.0933636441782714,0.23701966200081095,18.0,35.0,107.26473325968857,3,Current-season V3 state,107.0
Cal Poly,Big Sky,fcs,https://cdn.collegefootballdata.com/logos/500/13.png,#1E4D2B,CP,1482.1429125360507,86.65807025213317,88.7937952305152,0.3884846049553963,0.06021060484854943,1.7332896623198537,11.708114764110384,27.05146391071652,0.3946311690087893,0.4787455852568927,0.08764894863273132,0.15587991975192428,20.0,30.0,100.01842989808645,1,Current-season V3 state,
California,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/25.png,#041e42,CAL,1476.5375111639044,100.74965060280726,105.03777917771231,0.41816068234668463,0.08741819277152389,2.248169504683933,12.092940397047139,28.156478522186273,0.3946091540492,0.39215903645603667,0.12306411137112377,0.09320733802201261,31.333333333333332,23.333333333333332,102.61871671956806,3,Current-season V3 state,91.0
Campbell,Coastal Athletic,fcs,https://cdn.collegefootballdata.com/logos/500/2097.png,#000000,CAM,1478.1466781784095,69.26253838934711,83.21726564260676,0.303959310558491,0.05593440148449676,1.1365269657144403,12.686756029272102,27.713226068107154,0.3214078725825924,0.5007324907008894,0.12954644298507284,0.37277857836216477,3.0,52.0,100.95095755436924,1,Current-season V3 state,
Central Arkansas,UAC,fcs,https://cdn.collegefootballdata.com/logos/500/2110.png,#a7a9ac,CARK,1492.6717544184764,90.86624744190937,88.57146778726377,0.418643031780656,0.07857763027518583,1.8477033706742365,11.896478156448932,26.431599044086987,0.3444920590177535,0.45816169902983805,0.10802170049977197,0.13999743991638502,,,100.9252541657367,0,Current-season V3 state,
Central Connecticut,NEC,fcs,https://cdn.collegefootballdata.com/logos/500/2115.png,#1B49A2,CCSU,1478.7249802746678,73.61971462834177,79.48065448596496,0.3187239182553817,0.05567490448796905,1.2901029438943754,12.708131929272103,29.184390073126703,0.3272880345806086,0.49134404991694514,0.1504821989814206,0.5046880161680354,10.0,63.0,101.10503274082868,1,Current-season V3 state,
Central Michigan,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/2117.png,#6a0032,CMU,1469.0368202923632,81.50974220906267,102.0039418688647,0.3456111361483219,0.0338412335266464,1.5588803856594302,10.686284498077566,28.79243292581772,0.3371266174164268,0.4296059830340009,0.06350356230590834,0.04970866121388709,14.666666666666666,19.333333333333332,104.19692297029849,3,Current-season V3 state,97.0
Charleston Southern,OVC,fcs,https://cdn.collegefootballdata.com/logos/500/2127.png,#2e3192,CHSO,1477.2287940981187,60.53195127630824,91.6442402525333,0.2608365928180645,0.055234968549674204,0.9366340481282308,11.832075980981937,25.761761779086356,0.28932248759735857,0.44987222084357903,0.1156078448398864,0.10114888614396189,0.0,31.0,98.53487445258416,1,Current-season V3 state,
Charlotte,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/2429.png,#005035,CLT,1349.0845085818498,84.06598929624369,95.11687519712332,0.40942588650244216,0.05669285717457477,1.4876819471885399,11.716557318486366,30.101551395979286,0.3174995689363972,0.4384748699968485,0.06931863472078346,0.17949466222177787,23.666666666666668,36.666666666666664,104.52632513538681,3,Current-season V3 state,138.0
Chattanooga,Southern,fcs,https://cdn.collegefootballdata.com/logos/500/236.png,#00386b,UTC,1491.3344853558292,87.60765578257603,91.18892589555836,0.3977599786119081,0.08262865052510683,1.753885510577109,11.89223342283962,27.701598715367226,0.3247256910708537,0.4631747125623714,0.0964783661146078,0.15649336634259373,,,100.94045369610458,0,Current-season V3 state,
Cincinnati,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/2132.png,#000000,CIN,1531.2712763181778,120.16919960837893,114.10787996626857,0.4736251827434197,0.10635276350816025,3.1573089408054384,11.99584644690037,30.547678969249752,0.47769361798971877,0.4057691863810958,0.07213577112276831,0.0508149694117751,43.666666666666664,18.666666666666668,102.44541106234934,3,Current-season V3 state,55.0
Clemson,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/228.png,#f56600,CLEM,1553.781148580907,85.6587138136399,107.32347805343993,0.3602285206210051,0.06361336643467425,1.7735976388180403,13.313605995221344,32.77095374507909,0.2682368196211642,0.396285015593676,0.04904693245111502,0.0696579633642205,20.0,26.0,110.97804267598158,3,Current-season V3 state,41.0
Coastal Carolina,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/324.png,#006f71,CCU,1454.877860915436,94.95612461072861,113.0832884255302,0.41051819968396897,0.08349503268214932,1.9795965484270053,12.497499193245748,27.58712523935835,0.3687690730906579,0.39809806779077866,0.09985436084927796,0.04387829585502569,27.666666666666668,20.0,103.05471041838038,3,Current-season V3 state,104.0
Colgate,Patriot,fcs,https://cdn.collegefootballdata.com/logos/500/2142.png,#821019,COLG,1484.8104810826144,80.9072116887231,98.49009090659065,0.36237084586500407,0.05609028525009142,1.5867502733949317,11.812962707165624,28.12768826869717,0.37599993730079095,0.41827538786768215,0.07484035443607255,0.023930739453858173,10.0,13.0,96.96871695516168,1,Current-season V3 state,
Colorado,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/38.png,#cfb87c,COLO,1463.7034586480752,94.90783742375638,111.84987686363725,0.4374071552040009,0.10966948262757903,1.8513056886592532,12.259792777513477,28.598847670646308,0.4065486113200252,0.3554285145435855,0.07012758031637406,0.005915878693371415,24.333333333333332,25.0,104.40360138334209,3,Current-season V3 state,99.0
Colorado State,Pac-12,fbs,https://cdn.collegefootballdata.com/logos/500/36.png,#1e4d2b,CSU,1434.086587620955,105.31588480261303,102.42520413300844,0.4332746385699385,0.09492023385921322,2.4850398834187732,12.285256750807052,31.758522095941363,0.47460811171317596,0.4104817489143432,0.10530834187995548,-0.05812468019372836,38.666666666666664,26.0,106.3121718083,3,Current-season V3 state,111.0
Delaware,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/48.png,#00539f,DEL,1501.5696914994921,98.278787606202,119.65784690456653,0.45047437737277846,0.11268297290067705,2.000311477723478,12.676440626400206,30.654840943926835,0.37394362160868944,0.3668039055949035,0.05413961845016881,-0.03698414192907627,30.0,18.666666666666668,104.31696568871803,3,Current-season V3 state,74.0
Delaware State,MEAC,fcs,https://cdn.collegefootballdata.com/logos/500/2169.png,#009cdb,DSU,1483.4269262263176,95.83324872360238,80.28058033313765,0.4559996069395167,0.1115616189917108,1.8705120877995636,11.236702650925,24.905481136630357,0.36145592223450473,0.526712884838062,0.1128454631493949,0.3337923280927602,17.0,59.0,102.85193426783766,1,Current-season V3 state,
Duke,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/150.png,#00539b,DUKE,1603.234160655119,105.88939111907963,118.84036464389196,0.4049677229599406,0.06368924401021128,2.5113000082161725,11.700353285812703,31.88962687164118,0.3679344744872119,0.3685269382394799,0.051722778365348776,-0.027431699211685888,27.666666666666668,12.333333333333334,105.3547335264037,3,Current-season V3 state,18.0
Duquesne,NEC,fcs,https://cdn.collegefootballdata.com/logos/500/2184.png,#002D62,DUQ,1461.558709045045,59.207544356895234,78.63515009818248,0.28094070916108393,0.04066672349317236,0.8502341296656911,11.473597375767177,23.850337203008156,0.26928777815765237,0.49763238473899174,0.09551622044510352,0.2956567102543473,3.5,41.0,99.27372995487478,2,Current-season V3 state,
East Carolina,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/151.png,#592a8a,ECU,1520.7925089661035,84.90563366243425,108.36130423043211,0.40759166255813983,0.06923232409464888,1.5774096194801377,12.599265420781775,30.15521816424501,0.22110483939199416,0.3919594526935301,0.06583895099335874,0.012909054300580402,18.0,30.666666666666668,107.80200470634271,3,Current-season V3 state,62.0
East Tennessee State,Southern,fcs,https://cdn.collegefootballdata.com/logos/500/2193.png,#002d61,ETSU,1485.2073018093656,79.17350121113697,80.39369246687181,0.39273594192161704,0.05667953159268085,1.3193953630530963,11.120775309569515,25.9804990942551,0.3909720623290486,0.5243734456652431,0.13043636471318082,0.2842651999206181,3.0,35.0,101.64454461384453,1,Current-season V3 state,
East Texas A&M,Southland,fcs,https://cdn.collegefootballdata.com/logos/500/2837.png,#000000,ETAM,1478.3505278699608,72.57470342425165,85.78542387927097,0.3669434434107265,0.09595888513061496,1.061839514670296,12.873817135374999,27.439836941460783,0.33348819281122505,0.4890004586189354,0.09914699321341078,0.269915041172762,0.0,42.0,103.97218224066613,1,Current-season V3 state,
Eastern Illinois,OVC,fcs,https://cdn.collegefootballdata.com/logos/500/2197.png,#000000,EIU,1481.1359449107977,68.6806052478611,78.30422342231041,0.29158914055798874,0.04813377136710842,1.2042408708484647,12.050251464528799,25.89178770313439,0.29327338951339166,0.522253159117465,0.11255364939547802,0.2619298405332373,7.0,59.0,104.48495607278568,1,Current-season V3 state,
Eastern Kentucky,UAC,fcs,https://cdn.collegefootballdata.com/logos/500/2198.png,#660819,EKU,1476.5810121471054,75.93033080486431,75.58544249914699,0.37264502007824507,0.0705808038195185,1.2659457489944506,11.39706859972554,25.910429970547874,0.3330760880199525,0.5513565920795422,0.14285331375088695,0.3313517577482845,7.0,49.0,101.21972115540882,1,Current-season V3 state,
Eastern Michigan,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/2199.png,#046a38,EMU,1405.058884970291,77.35873803217602,91.41311340266068,0.3860331249399951,0.06176266500480414,1.3615825237402024,11.831746008588105,24.60730465075204,0.36264182792837973,0.4792146330107711,0.10172817401387711,0.28393745086142047,16.5,33.25,102.08455924330067,4,Current-season V3 state,128.0
Eastern Washington,Big Sky,fcs,https://cdn.collegefootballdata.com/logos/500/331.png,#a10022,EWU,1484.9666421948489,89.24370045621076,81.89090328274602,0.361708715854542,0.0643413632561845,1.804809439185445,11.990117347190644,26.98169045724712,0.39053969997839344,0.4601025553052319,0.14127291473748527,0.3098895985640879,16.0,48.0,106.39133661695543,1,Current-season V3 state,
Elon,Coastal Athletic,fcs,https://cdn.collegefootballdata.com/logos/500/2210.png,#020303,ELON,1491.5638100583326,90.66018335014607,91.42611781834589,0.3701807020117689,0.078590267604942,1.9086107185357026,11.582821427474684,26.996596232676204,0.3921089608766951,0.45287754598974206,0.11363740285076993,0.13228157656741632,,,100.71807036690238,0,Current-season V3 state,
Florida,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/57.png,#0021a5,FLA,1537.2081309896732,131.6510425829733,113.42526510485042,0.4883559241569264,0.1234417861659156,3.8342124878766723,10.933211378657415,33.13960933153531,0.4566047740228237,0.3510959166601784,0.06158250582155572,-0.15287145744427988,54.0,21.0,107.47569022208461,3,Current-season V3 state,50.0
Florida A&M,SWAC,fcs,https://cdn.collegefootballdata.com/logos/500/50.png,#F89728,FAMU,1481.0355960956615,74.57592062217427,79.70473908999128,0.38158320944304913,0.0602559318505777,1.197472298160373,12.20732601812837,26.543724046439902,0.2667027882424702,0.5554254570899864,0.13931575208210395,0.47181597405312303,7.0,77.0,104.74605094896394,1,Current-season V3 state,
Florida Atlantic,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/2226.png,#003366,FAU,1450.059702343417,102.04350684546715,92.47066944018496,0.4757717046543962,0.07412465028011532,2.0704148680389336,11.651624864167701,34.37114446482209,0.47541327943307843,0.4061280067313603,0.0985896605381382,0.21631417039508383,25.0,35.333333333333336,105.0673942427272,3,Current-season V3 state,105.0
Florida International,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/2229.png,#091f3f,FIU,1471.8564032045033,83.47513054149817,114.83425580290073,0.41988356414388023,0.0690241500577258,1.3130033960130953,11.925505977765136,29.03942517979088,0.416319059827761,0.3733870088169271,0.04408796707022189,0.018233017088685532,17.333333333333332,18.333333333333332,101.99579043591696,3,Current-season V3 state,94.0
Florida State,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/52.png,#782f40,FSU,1474.2521129048448,108.84796183141165,90.61463865093718,0.401933974856093,0.10449343879702788,2.726603191671899,11.135746237199035,29.368336971475728,0.45626723979161415,0.4601796297672018,0.10303876158372124,0.30034995889227345,31.333333333333332,31.333333333333332,109.63667773551384,3,Current-season V3 state,92.0
Fordham,Patriot,fcs,https://cdn.collegefootballdata.com/logos/500/2230.png,#830032,FOR,1476.0404878485056,64.70675513934192,81.73933644670463,0.3393275281418315,0.05836100696774915,1.0169133451233452,12.03129327491588,24.65970908034236,0.3294258352613577,0.47660381117790246,0.07991300966322007,0.19907929629635743,3.5,41.5,101.80496888306388,2,Current-season V3 state,
Fresno State,Pac-12,fbs,https://cdn.collegefootballdata.com/logos/500/278.png,#c41230,FRES,1557.385029903378,97.08904029397439,126.37569348241581,0.38731728328328824,0.09702667150118133,2.228065407037728,12.299945782720668,32.918463393140215,0.34851762746496545,0.41847006237878565,0.0559142508776659,-0.02433678921571457,25.0,17.333333333333332,106.2436725497401,3,Current-season V3 state,37.0
Furman,Southern,fcs,https://cdn.collegefootballdata.com/logos/500/231.png,#582c83,FUR,1484.9178800662523,76.41760553963294,84.1614752773192,0.34131371758187007,0.07042417023757448,1.381025141461932,12.983146307261144,26.86787596958937,0.3253783670004256,0.481647680210777,0.10682797988127113,0.23804726730277265,9.0,56.0,102.26742139072782,1,Current-season V3 state,
Gardner-Webb,OVC,fcs,https://cdn.collegefootballdata.com/logos/500/2241.png,#c12535,GWEB,1481.4549195607121,85.9506389107664,102.63488441570615,0.3725837272646917,0.06853400095738243,1.6567998156830526,12.19239560887758,28.383903186544615,0.33226180087187734,0.44098835379254964,0.15290988226328203,-0.018328661902249757,23.0,24.0,100.92679012906896,1,Current-season V3 state,
Georgia,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/61.png,#ba0c2f,UGA,1672.9888905634618,126.7459004653721,139.79273930948435,0.5383345793328183,0.11355491223289546,3.484416389959227,12.26112110592209,34.02360790555685,0.5626690970055583,0.3138389096128516,0.04195116123328893,-0.1105282430340131,59.333333333333336,13.333333333333334,102.04721942924098,3,Current-season V3 state,3.0
Georgia Southern,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/290.png,#041e42,GASO,1479.3544159453147,94.8260127099288,122.33160300058361,0.3914829185294384,0.06884954327184493,1.9913684754136813,12.067002916922482,25.918304030303467,0.4159953941740274,0.3502383292866188,0.05805747598346682,-0.07268108203833426,21.666666666666668,17.666666666666668,101.34980578254206,3,Current-season V3 state,88.0
Georgia State,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/2247.png,#0039a6,GAST,1423.8551384519233,116.49047862984061,110.14527793783277,0.48056143677555874,0.14874505584514292,2.7228273163672143,11.972341746843778,32.98575012872953,0.5007814115850271,0.3677136394778887,0.09134895548430538,0.06893540143911378,40.0,23.666666666666668,112.50112364519073,3,Current-season V3 state,118.0
Georgia Tech,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/59.png,#b3a369,GT,1495.8036207142236,98.05355022256127,102.88349607677696,0.425817975157782,0.10046414961444859,2.0231298988535076,11.030724141610753,30.16797735457432,0.3983354323420599,0.43411527514156534,0.10064827474239726,0.1691791588361947,27.0,23.333333333333332,104.78686470131707,3,Current-season V3 state,77.0
Grambling,SWAC,fcs,https://cdn.collegefootballdata.com/logos/500/2755.png,#ee8601,GRAM,1484.251510522981,72.55006837867943,77.26377804624643,0.32694474002863366,0.06156440005155926,1.2424827045311146,12.493772410663048,25.166649217354404,0.2626227918022954,0.5735812895194167,0.16608313498324329,0.588460192439873,7.0,63.0,103.96889451106291,1,Current-season V3 state,
Hampton,Coastal Athletic,fcs,https://cdn.collegefootballdata.com/logos/500/2261.png,#0067AC,HAMP,1489.4602716982815,75.69448539246943,84.50286560128892,0.33058063674340654,0.06867211028607717,1.4392965311344377,12.002601825292002,27.026980559847917,0.36204864205779386,0.48658479527021287,0.1256206488990639,0.30910719802416786,0.0,62.0,98.68765443481324,1,Current-season V3 state,
Hawai'i,Mountain West,fbs,https://cdn.collegefootballdata.com/logos/500/62.png,#024731,HAW,1478.9702968702863,92.39946791171599,104.9649469183138,0.37615469182411326,0.0527613777248846,1.9527592674205334,12.074226705108766,28.28715957379499,0.4136861535542351,0.46540946868843025,0.09597885165013423,0.18935637012144316,20.666666666666668,25.666666666666668,103.06228564187869,3,Current-season V3 state,89.0
Holy Cross,Patriot,fcs,https://cdn.collegefootballdata.com/logos/500/107.png,#582c83,HC,1488.1364765501432,77.52864220246325,82.31651529279843,0.3164807930607668,0.05916216692339964,1.49048624043468,10.709743919712727,26.862750837664347,0.3341560901493594,0.5494728144149255,0.15368382477299625,0.31131140814885166,7.0,45.0,98.35473767365771,1,Current-season V3 state,
Houston,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/248.png,#c8102e,HOU,1541.9588068549524,122.97128646127913,116.95661081731015,0.49929894853785767,0.09211873371588472,3.132418164226528,11.504781418817583,33.33357252954354,0.6297784596366529,0.3741147765803589,0.08387758284915736,-0.013784141979903693,45.333333333333336,18.0,108.59869378532575,3,Current-season V3 state,46.0
Houston Christian,Southland,fcs,https://cdn.collegefootballdata.com/logos/500/2277.png,#00539c,HCU,1478.7020969244031,76.59909800425847,77.97562557091202,0.3835846377510564,0.06609201699044534,1.2295103363195112,10.593143454877898,25.77651882089688,0.3508499080475149,0.5548313714355775,0.08331011780820222,0.18170022980322958,3.0,31.0,102.22440044346635,1,Current-season V3 state,
Howard,MEAC,fcs,https://cdn.collegefootballdata.com/logos/500/47.png,#003a63,HOW,1483.7310359117162,71.8708676980816,82.22285205574076,0.33309473442874615,0.06302122492688038,1.1689668629117387,11.559897358040407,26.722576641821433,0.32187087937765274,0.48608160028517194,0.12921547155799837,0.32576657531713105,0.0,55.0,104.5695032214565,1,Current-season V3 state,
Idaho,Big Sky,fcs,https://cdn.collegefootballdata.com/logos/500/70.png,#000000,IDHO,1496.1097602745062,83.865405502495,86.13820646165738,0.35266298647569977,0.07060716371915993,1.7455548039516502,11.74239637226647,26.56132666503568,0.34415790348622316,0.4407636145322781,0.09119866099883209,0.18954080303151805,14.0,66.0,101.36546423908224,1,Current-season V3 state,
